date,product,region,sales_amount,units_sold,cost
2024-02-26,Keyboard,South,50.45,5,30.27
2024-02-26,Keyboard,East,76.72,7,46.03
2024-02-26,Keyboard,West,70.53,7,42.32
2024-02-27,Laptop,North,303.49,30,182.1
2024-02-27,Laptop,South,272.8,27,163.68
2024-02-27,Laptop,East,283.07,28,169.84
2024-02-27,Laptop,West,265.6,26,159.36
2024-02-27,Desktop,North,230.98,23,138.59
2024-02-27,Desktop,South,177.06,17,106.23
2024-02-27,Desktop,East,188.88,18,113.33
2024-02-27,Desktop,West,163.98,16,98.39
2024-02-27,Tablet,North,222.96,22,133.78
2024-02-27,Tablet,South,127.67,12,76.6
2024-02-27,Tablet,East,153.18,15,91.91
2024-02-27,Tablet,West,118.34,11,71.0
2024-02-27,Monitor,North,116.48,11,69.89
2024-02-27,Monitor,South,79.97,7,47.98
2024-02-27,Monitor,East,136.88,13,82.13
2024-02-27,Monitor,West,116.85,11,70.11
2024-02-27,Keyboard,North,72.36,7,43.41
2024-02-27,Keyboard,South,74.12,7,44.47
2024-02-27,Keyboard,East,80.1,8,48.06
2024-02-27,Keyboard,West,63.02,6,37.81
2024-02-28,Laptop,North,225.13,22,135.08
2024-02-28,Laptop,South,298.19,29,178.91
2024-02-28,Laptop,East,242.99,24,145.8
2024-02-28,Laptop,West,213.23,21,127.94
2024-02-28,Desktop,North,263.94,26,158.36
2024-02-28,Desktop,South,226.65,22,135.99
2024-02-28,Desktop,East,250.9,25,150.54
2024-02-28,Desktop,West,209.63,20,125.78
2024-02-28,Tablet,North,201.91,20,121.15
2024-02-28,Tablet,South,155.62,15,93.37
2024-02-28,Tablet,East,188.34,18,113.0
2024-02-28,Tablet,West,162.61,16,97.57
2024-02-28,Monitor,North,127.54,12,76.53
2024-02-28,Monitor,South,93.86,9,56.31
2024-02-28,Monitor,East,105.59,10,63.35
2024-02-28,Monitor,West,101.67,10,61.0
2024-02-28,Keyboard,North,63.54,6,38.12
2024-02-28,Keyboard,South,58.42,5,35.05
2024-02-28,Keyboard,East,64.06,6,38.43
2024-02-28,Keyboard,West,57.37,5,34.42
2024-02-29,Laptop,North,322.47,32,193.48
2024-02-29,Laptop,South,274.58,27,164.75
2024-02-29,Laptop,East,319.96,31,191.98
2024-02-29,Laptop,West,216.21,21,129.73
2024-02-29,Desktop,North,210.27,21,126.16
2024-02-29,Desktop,South,196.8,19,118.08
2024-02-29,Desktop,East,192.93,19,115.76
2024-02-29,Desktop,West,192.44,19,115.46
2024-02-29,Tablet,North,201.48,20,120.89
2024-02-29,Tablet,South,126.51,12,75.91
2024-02-29,Tablet,East,175.88,17,105.53
2024-02-29,Tablet,West,133.98,13,80.39
2024-02-29,Monitor,North,117.74,11,70.64
2024-02-29,Monitor,South,98.25,9,58.95
2024-02-29,Monitor,East,94.84,9,56.9
2024-02-29,Monitor,West,110.62,11,66.37
2024-02-29,Keyboard,North,78.82,7,47.29
2024-02-29,Keyboard,South,62.98,6,37.79
2024-02-29,Keyboard,East,74.26,7,44.56
2024-02-29,Keyboard,West,76.06,7,45.64
2024-03-01,Laptop,North,321.36,32,192.82
2024-03-01,Laptop,South,226.05,22,135.63
2024-03-01,Laptop,East,294.49,29,176.69
2024-03-01,Laptop,West,280.35,28,168.21
2024-03-01,Desktop,North,238.96,23,143.38
2024-03-01,Desktop,South,179.05,17,107.43
2024-03-01,Desktop,East,200.46,20,120.28
2024-03-01,Desktop,West,183.12,18,109.87
2024-03-01,Tablet,North,159.82,15,95.89
2024-03-01,Tablet,South,170.93,17,102.56
2024-03-01,Tablet,East,149.64,14,89.79
2024-03-01,Tablet,West,145.96,14,87.57
2024-03-01,Monitor,North,116.4,11,69.84
2024-03-01,Monitor,South,104.72,10,62.83
2024-03-01,Monitor,East,112.29,11,67.37
2024-03-01,Monitor,West,120.59,12,72.36
2024-03-01,Keyboard,North,73.15,7,43.89
2024-03-01,Keyboard,South,61.29,6,36.78
2024-03-01,Keyboard,East,65.72,6,39.43
2024-03-01,Keyboard,West,82.1,8,49.26
2024-03-02,Laptop,North,274.95,27,164.97
2024-03-02,Laptop,South,246.64,24,147.99
2024-03-02,Laptop,East,312.14,31,187.29
2024-03-02,Laptop,West,277.17,27,166.3
2024-03-02,Desktop,North,233.28,23,139.97
2024-03-02,Desktop,South,176.08,17,105.65
2024-03-02,Desktop,East,219.51,21,131.7
2024-03-02,Desktop,West,195.26,19,117.15
2024-03-02,Tablet,North,211.44,21,126.87
2024-03-02,Tablet,South,178.78,17,107.27
2024-03-02,Tablet,East,163.7,16,98.22
2024-03-02,Tablet,West,134.2,13,80.52
2024-03-02,Monitor,North,125.81,12,75.49
2024-03-02,Monitor,South,123.17,12,73.9
2024-03-02,Monitor,East,105.88,10,63.53
2024-03-02,Monitor,West,125.57,12,75.34
2024-03-02,Keyboard,North,94.53,9,56.72
2024-03-02,Keyboard,South,55.83,5,33.5
2024-03-02,Keyboard,East,77.5,7,46.5
2024-03-02,Keyboard,West,78.4,7,47.04
2024-03-03,Laptop,North,304.88,30,182.93
2024-03-03,Laptop,South,233.4,23,140.04
2024-03-03,Laptop,East,272.79,27,163.68
2024-03-03,Laptop,West,235.0,23,141.0
2024-03-03,Desktop,North,221.37,22,132.82
2024-03-03,Desktop,South,154.39,15,92.63
2024-03-03,Desktop,East,219.83,21,131.9
2024-03-03,Desktop,West,181.76,18,109.06
2024-03-03,Tablet,North,196.17,19,117.7
2024-03-03,Tablet,South,118.13,11,70.88
2024-03-03,Tablet,East,181.74,18,109.05
2024-03-03,Tablet,West,174.27,17,104.56
2024-03-03,Monitor,North,98.7,9,59.22
2024-03-03,Monitor,South,99.6,9,59.76
2024-03-03,Monitor,East,133.0,13,79.8
2024-03-03,Monitor,West,91.66,9,55.0
2024-03-03,Keyboard,North,94.69,9,56.81
2024-03-03,Keyboard,South,62.55,6,37.53
2024-03-03,Keyboard,East,67.18,6,40.31
2024-03-03,Keyboard,West,65.94,6,39.57
2024-03-04,Laptop,North,339.44,33,203.67
2024-03-04,Laptop,South,241.56,24,144.94
2024-03-04,Laptop,East,310.51,31,186.31
2024-03-04,Laptop,West,238.5,23,143.1
2024-03-04,Desktop,North,244.08,24,146.45
2024-03-04,Desktop,South,151.0,15,90.6
2024-03-04,Desktop,East,216.8,21,130.08
2024-03-04,Desktop,West,179.25,17,107.55
2024-03-04,Tablet,North,175.72,17,105.43
2024-03-04,Tablet,South,163.73,16,98.24
2024-03-04,Tablet,East,197.25,19,118.35
2024-03-04,Tablet,West,170.64,17,102.38
2024-03-04,Monitor,North,112.01,11,67.2
2024-03-04,Monitor,South,92.39,9,55.43
2024-03-04,Monitor,East,133.11,13,79.86
2024-03-04,Monitor,West,108.15,10,64.89
2024-03-04,Keyboard,North,100.71,10,60.43
2024-03-04,Keyboard,South,62.53,6,37.52
2024-03-04,Keyboard,East,74.77,7,44.86
2024-03-04,Keyboard,West,64.21,6,38.53
2024-03-05,Laptop,North,324.94,32,194.96
2024-03-05,Laptop,South,235.98,23,141.59
2024-03-05,Laptop,East,316.82,31,190.09
2024-03-05,Laptop,West,295.48,29,177.29
2024-03-05,Desktop,North,218.88,21,131.33
2024-03-05,Desktop,South,153.12,15,91.87
2024-03-05,Desktop,East,174.65,17,104.79
2024-03-05,Desktop,West,211.51,21,126.91
2024-03-05,Tablet,North,168.25,16,100.95
2024-03-05,Tablet,South,109.18,10,65.51
2024-03-05,Tablet,East,183.77,18,110.26
2024-03-05,Tablet,West,204.94,20,122.96
2024-03-05,Monitor,North,127.97,12,76.78
2024-03-05,Monitor,South,105.1,10,63.06
2024-03-05,Monitor,East,118.46,11,71.08
2024-03-05,Monitor,West,105.52,10,63.31
2024-03-05,Keyboard,North,88.31,8,52.98
2024-03-05,Keyboard,South,58.07,5,34.84
2024-03-05,Keyboard,East,75.57,7,45.34
2024-03-05,Keyboard,West,69.11,6,41.46
2024-03-06,Laptop,North,296.85,29,178.11
2024-03-06,Laptop,South,267.46,26,160.48
2024-03-06,Laptop,East,288.39,28,173.03
2024-03-06,Laptop,West,244.75,24,146.85
2024-03-06,Desktop,North,255.16,25,153.1
2024-03-06,Desktop,South,162.32,16,97.39
2024-03-06,Desktop,East,221.32,22,132.79
2024-03-06,Desktop,West,200.36,20,120.22
2024-03-06,Tablet,North,216.0,21,129.6
2024-03-06,Tablet,South,152.1,15,91.26
2024-03-06,Tablet,East,176.0,17,105.6
2024-03-06,Tablet,West,175.17,17,105.1
2024-03-06,Monitor,North,148.38,14,89.03
2024-03-06,Monitor,South,102.3,10,61.38
2024-03-06,Monitor,East,117.8,11,70.68
2024-03-06,Monitor,West,91.23,9,54.74
2024-03-06,Keyboard,North,70.64,7,42.38
2024-03-06,Keyboard,South,58.11,5,34.87
2024-03-06,Keyboard,East,68.51,6,41.11
2024-03-06,Keyboard,West,65.45,6,39.27
2024-03-07,Laptop,North,323.7,32,194.22
2024-03-07,Laptop,South,255.54,25,153.33
2024-03-07,Laptop,East,292.53,29,175.52
2024-03-07,Laptop,West,282.64,28,169.59
2024-03-07,Desktop,North,242.98,24,145.79
2024-03-07,Desktop,South,140.93,14,84.56
2024-03-07,Desktop,East,197.89,19,118.73
2024-03-07,Desktop,West,197.79,19,118.68
2024-03-07,Tablet,North,166.86,16,100.12
2024-03-07,Tablet,South,154.46,15,92.68
2024-03-07,Tablet,East,207.22,20,124.33
2024-03-07,Tablet,West,182.77,18,109.66
2024-03-07,Monitor,North,125.59,12,75.35
2024-03-07,Monitor,South,112.6,11,67.56
2024-03-07,Monitor,East,119.9,11,71.94
2024-03-07,Monitor,West,103.17,10,61.9
2024-03-07,Keyboard,North,74.89,7,44.94
2024-03-07,Keyboard,South,58.27,5,34.96
2024-03-07,Keyboard,East,70.51,7,42.31
2024-03-07,Keyboard,West,68.29,6,40.97
2024-03-08,Laptop,North,328.17,32,196.9
2024-03-08,Laptop,South,241.87,24,145.12
2024-03-08,Laptop,East,309.94,30,185.97
2024-03-08,Laptop,West,304.38,30,182.63
2024-03-08,Desktop,North,267.43,26,160.46
2024-03-08,Desktop,South,151.28,15,90.77
2024-03-08,Desktop,East,158.43,15,95.06
2024-03-08,Desktop,West,222.52,22,133.51
2024-03-08,Tablet,North,163.91,16,98.35
2024-03-08,Tablet,South,141.43,14,84.86
2024-03-08,Tablet,East,154.15,15,92.49
2024-03-08,Tablet,West,128.76,12,77.26
2024-03-08,Monitor,North,136.75,13,82.05
2024-03-08,Monitor,South,104.92,10,62.95
2024-03-08,Monitor,East,110.6,11,66.36
2024-03-08,Monitor,West,76.37,7,45.82
2024-03-08,Keyboard,North,75.68,7,45.41
2024-03-08,Keyboard,South,63.09,6,37.86
2024-03-08,Keyboard,East,61.68,6,37.01
2024-03-08,Keyboard,West,68.54,6,41.12
2024-03-09,Laptop,North,322.55,32,193.53
2024-03-09,Laptop,South,257.97,25,154.78
2024-03-09,Laptop,East,300.12,30,180.07
2024-03-09,Laptop,West,240.06,24,144.04
2024-03-09,Desktop,North,274.63,27,164.78
2024-03-09,Desktop,South,178.54,17,107.12
2024-03-09,Desktop,East,221.46,22,132.87
2024-03-09,Desktop,West,180.94,18,108.56
2024-03-09,Tablet,North,184.29,18,110.57
2024-03-09,Tablet,South,131.06,13,78.64
2024-03-09,Tablet,East,174.28,17,104.57
2024-03-09,Tablet,West,192.36,19,115.42
2024-03-09,Monitor,North,109.49,10,65.69
2024-03-09,Monitor,South,79.5,7,47.7
2024-03-09,Monitor,East,137.89,13,82.73
2024-03-09,Monitor,West,105.19,10,63.11
2024-03-09,Keyboard,North,74.75,7,44.85
2024-03-09,Keyboard,South,67.6,6,40.56
2024-03-09,Keyboard,East,69.05,6,41.43
2024-03-09,Keyboard,West,81.01,8,48.6
2024-03-10,Laptop,North,348.2,34,208.92
2024-03-10,Laptop,South,229.67,22,137.8
2024-03-10,Laptop,East,368.0,36,220.8
2024-03-10,Laptop,West,251.66,25,151.0
2024-03-10,Desktop,North,262.88,26,157.73
2024-03-10,Desktop,South,188.2,18,112.92
2024-03-10,Desktop,East,254.83,25,152.9
2024-03-10,Desktop,West,237.51,23,142.5
2024-03-10,Tablet,North,194.97,19,116.98
2024-03-10,Tablet,South,133.5,13,80.1
2024-03-10,Tablet,East,187.2,18,112.32
2024-03-10,Tablet,West,149.7,14,89.82
2024-03-10,Monitor,North,158.51,15,95.11
2024-03-10,Monitor,South,98.61,9,59.17
2024-03-10,Monitor,East,113.9,11,68.34
2024-03-10,Monitor,West,110.15,11,66.09
2024-03-10,Keyboard,North,68.82,6,41.29
2024-03-10,Keyboard,South,54.15,5,32.49
2024-03-10,Keyboard,East,84.11,8,50.46
2024-03-10,Keyboard,West,62.53,6,37.52
2024-03-11,Laptop,North,286.78,28,172.07
2024-03-11,Laptop,South,257.84,25,154.71
2024-03-11,Laptop,East,336.56,33,201.94
2024-03-11,Laptop,West,291.96,29,175.18
2024-03-11,Desktop,North,270.25,27,162.15
2024-03-11,Desktop,South,167.19,16,100.31
2024-03-11,Desktop,East,187.88,18,112.73
2024-03-11,Desktop,West,236.57,23,141.94
2024-03-11,Tablet,North,187.71,18,112.63
2024-03-11,Tablet,South,141.95,14,85.17
2024-03-11,Tablet,East,204.76,20,122.85
2024-03-11,Tablet,West,172.25,17,103.35
2024-03-11,Monitor,North,136.35,13,81.81
2024-03-11,Monitor,South,120.72,12,72.43
2024-03-11,Monitor,East,110.48,11,66.29
2024-03-11,Monitor,West,119.29,11,71.57
2024-03-11,Keyboard,North,81.63,8,48.98
2024-03-11,Keyboard,South,62.65,6,37.59
2024-03-11,Keyboard,East,86.97,8,52.18
2024-03-11,Keyboard,West,71.41,7,42.84
2024-03-12,Laptop,North,344.5,34,206.7
2024-03-12,Laptop,South,272.8,27,163.68
2024-03-12,Laptop,East,285.99,28,171.59
2024-03-12,Laptop,West,245.76,24,147.46
2024-03-12,Desktop,North,215.63,21,129.38
2024-03-12,Desktop,South,143.06,14,85.84
2024-03-12,Desktop,East,274.41,27,164.65
2024-03-12,Desktop,West,178.38,17,107.03
2024-03-12,Tablet,North,190.29,19,114.18
2024-03-12,Tablet,South,141.82,14,85.09
2024-03-12,Tablet,East,184.9,18,110.94
2024-03-12,Tablet,West,177.24,17,106.35
2024-03-12,Monitor,North,142.44,14,85.46
2024-03-12,Monitor,South,91.24,9,54.74
2024-03-12,Monitor,East,117.01,11,70.2
2024-03-12,Monitor,West,111.77,11,67.06
2024-03-12,Keyboard,North,79.04,7,47.43
2024-03-12,Keyboard,South,71.81,7,43.09
2024-03-12,Keyboard,East,78.56,7,47.13
2024-03-12,Keyboard,West,73.25,7,43.95
2024-03-13,Laptop,North,349.62,34,209.77
2024-03-13,Laptop,South,276.0,27,165.6
2024-03-13,Laptop,East,304.58,30,182.75
2024-03-13,Laptop,West,232.56,23,139.54
2024-03-13,Desktop,North,255.11,25,153.07
2024-03-13,Desktop,South,170.05,17,102.03
2024-03-13,Desktop,East,210.87,21,126.52
2024-03-13,Desktop,West,216.79,21,130.07
2024-03-13,Tablet,North,222.2,22,133.32
2024-03-13,Tablet,South,146.93,14,88.16
2024-03-13,Tablet,East,185.28,18,111.17
2024-03-13,Tablet,West,193.52,19,116.11
2024-03-13,Monitor,North,133.77,13,80.26
2024-03-13,Monitor,South,125.82,12,75.49
2024-03-13,Monitor,East,126.91,12,76.15
2024-03-13,Monitor,West,87.46,8,52.47
2024-03-13,Keyboard,North,88.22,8,52.93
2024-03-13,Keyboard,South,63.65,6,38.19
2024-03-13,Keyboard,East,85.29,8,51.18
2024-03-13,Keyboard,West,72.91,7,43.75
2024-03-14,Laptop,North,321.38,32,192.83
2024-03-14,Laptop,South,211.72,21,127.03
2024-03-14,Laptop,East,292.27,29,175.36
2024-03-14,Laptop,West,246.46,24,147.88
2024-03-14,Desktop,North,229.1,22,137.46
2024-03-14,Desktop,South,195.5,19,117.3
2024-03-14,Desktop,East,265.71,26,159.43
2024-03-14,Desktop,West,212.86,21,127.72
2024-03-14,Tablet,North,169.99,16,101.99
2024-03-14,Tablet,South,154.07,15,92.44
2024-03-14,Tablet,East,203.2,20,121.92
2024-03-14,Tablet,West,152.21,15,91.33
2024-03-14,Monitor,North,128.62,12,77.17
2024-03-14,Monitor,South,98.07,9,58.84
2024-03-14,Monitor,East,109.31,10,65.58
2024-03-14,Monitor,West,116.57,11,69.94
2024-03-14,Keyboard,North,80.5,8,48.3
2024-03-14,Keyboard,South,64.03,6,38.42
2024-03-14,Keyboard,East,67.47,6,40.48
2024-03-14,Keyboard,West,64.71,6,38.83
2024-03-15,Laptop,North,352.97,35,211.78
2024-03-15,Laptop,South,235.15,23,141.09
2024-03-15,Laptop,East,356.7,35,214.02
2024-03-15,Laptop,West,260.48,26,156.29
2024-03-15,Desktop,North,251.29,25,150.77
2024-03-15,Desktop,South,202.8,20,121.68
2024-03-15,Desktop,East,189.68,18,113.81
2024-03-15,Desktop,West,164.73,16,98.84
2024-03-15,Tablet,North,163.22,16,97.93
2024-03-15,Tablet,South,167.59,16,100.55
2024-03-15,Tablet,East,168.9,16,101.34
2024-03-15,Tablet,West,209.53,20,125.72
2024-03-15,Monitor,North,122.66,12,73.6
2024-03-15,Monitor,South,100.08,10,60.05
2024-03-15,Monitor,East,140.24,14,84.15
2024-03-15,Monitor,West,133.06,13,79.84
2024-03-15,Keyboard,North,100.29,10,60.18
2024-03-15,Keyboard,South,69.46,6,41.68
2024-03-15,Keyboard,East,83.38,8,50.03
2024-03-15,Keyboard,West,72.56,7,43.54
2024-03-16,Laptop,North,355.55,35,213.33
2024-03-16,Laptop,South,230.77,23,138.46
2024-03-16,Laptop,East,273.24,27,163.94
2024-03-16,Laptop,West,272.84,27,163.71
2024-03-16,Desktop,North,241.05,24,144.63
2024-03-16,Desktop,South,175.06,17,105.04
2024-03-16,Desktop,East,242.41,24,145.45
2024-03-16,Desktop,West,226.2,22,135.72
2024-03-16,Tablet,North,198.43,19,119.06
2024-03-16,Tablet,South,171.33,17,102.8
2024-03-16,Tablet,East,157.54,15,94.52
2024-03-16,Tablet,West,160.28,16,96.17
2024-03-16,Monitor,North,120.69,12,72.41
2024-03-16,Monitor,South,78.1,7,46.86
2024-03-16,Monitor,East,119.0,11,71.4
2024-03-16,Monitor,West,107.72,10,64.63
2024-03-16,Keyboard,North,95.5,9,57.3
2024-03-16,Keyboard,South,65.67,6,39.4
2024-03-16,Keyboard,East,66.61,6,39.97
2024-03-16,Keyboard,West,82.14,8,49.29
2024-03-17,Laptop,North,372.04,37,223.23
2024-03-17,Laptop,South,261.78,26,157.07
2024-03-17,Laptop,East,293.27,29,175.96
2024-03-17,Laptop,West,244.62,24,146.77
2024-03-17,Desktop,North,236.01,23,141.61
2024-03-17,Desktop,South,206.59,20,123.96
2024-03-17,Desktop,East,272.2,27,163.32
2024-03-17,Desktop,West,239.78,23,143.87
2024-03-17,Tablet,North,186.29,18,111.77
2024-03-17,Tablet,South,129.5,12,77.7
2024-03-17,Tablet,East,183.24,18,109.94
2024-03-17,Tablet,West,132.21,13,79.33
2024-03-17,Monitor,North,135.89,13,81.53
2024-03-17,Monitor,South,96.83,9,58.1
2024-03-17,Monitor,East,114.15,11,68.49
2024-03-17,Monitor,West,90.23,9,54.14
2024-03-17,Keyboard,North,86.64,8,51.99
2024-03-17,Keyboard,South,57.92,5,34.75
2024-03-17,Keyboard,East,65.53,6,39.32
2024-03-17,Keyboard,West,46.81,4,28.09
2024-03-18,Laptop,North,327.62,32,196.57
2024-03-18,Laptop,South,294.31,29,176.59
2024-03-18,Laptop,East,356.05,35,213.63
2024-03-18,Laptop,West,260.13,26,156.08
2024-03-18,Desktop,North,230.2,23,138.12
2024-03-18,Desktop,South,194.34,19,116.6
2024-03-18,Desktop,East,201.21,20,120.73
2024-03-18,Desktop,West,212.17,21,127.3
2024-03-18,Tablet,North,213.72,21,128.23
2024-03-18,Tablet,South,167.75,16,100.65
2024-03-18,Tablet,East,178.76,17,107.25
2024-03-18,Tablet,West,160.64,16,96.38
2024-03-18,Monitor,North,118.8,11,71.28
2024-03-18,Monitor,South,89.65,8,53.79
2024-03-18,Monitor,East,117.5,11,70.5
2024-03-18,Monitor,West,113.95,11,68.37
2024-03-18,Keyboard,North,90.38,9,54.23
2024-03-18,Keyboard,South,56.19,5,33.72
2024-03-18,Keyboard,East,87.62,8,52.57
2024-03-18,Keyboard,West,66.43,6,39.86
2024-03-19,Laptop,North,328.36,32,197.01
2024-03-19,Laptop,South,226.67,22,136.0
2024-03-19,Laptop,East,221.7,22,133.02
2024-03-19,Laptop,West,300.79,30,180.48
2024-03-19,Desktop,North,266.74,26,160.04
2024-03-19,Desktop,South,179.44,17,107.66
2024-03-19,Desktop,East,227.93,22,136.76
2024-03-19,Desktop,West,217.31,21,130.39
2024-03-19,Tablet,North,163.72,16,98.23
2024-03-19,Tablet,South,139.54,13,83.72
2024-03-19,Tablet,East,196.75,19,118.05
2024-03-19,Tablet,West,141.99,14,85.19
2024-03-19,Monitor,North,135.88,13,81.53
2024-03-19,Monitor,South,84.09,8,50.45
2024-03-19,Monitor,East,126.84,12,76.1
2024-03-19,Monitor,West,109.28,10,65.57
2024-03-19,Keyboard,North,67.75,6,40.65
2024-03-19,Keyboard,South,69.57,6,41.74
2024-03-19,Keyboard,East,69.36,6,41.62
2024-03-19,Keyboard,West,62.49,6,37.49
2024-03-20,Laptop,North,336.83,33,202.1
2024-03-20,Laptop,South,278.22,27,166.93
2024-03-20,Laptop,East,268.62,26,161.17
2024-03-20,Laptop,West,276.53,27,165.92
2024-03-20,Desktop,North,258.79,25,155.27
2024-03-20,Desktop,South,199.44,19,119.67
2024-03-20,Desktop,East,230.98,23,138.59
2024-03-20,Desktop,West,197.75,19,118.65
2024-03-20,Tablet,North,179.89,17,107.94
2024-03-20,Tablet,South,149.72,14,89.83
2024-03-20,Tablet,East,160.06,16,96.04
2024-03-20,Tablet,West,112.22,11,67.33
2024-03-20,Monitor,North,138.13,13,82.88
2024-03-20,Monitor,South,108.65,10,65.19
2024-03-20,Monitor,East,89.67,8,53.8
2024-03-20,Monitor,West,97.75,9,58.65
2024-03-20,Keyboard,North,87.98,8,52.79
2024-03-20,Keyboard,South,75.69,7,45.41
2024-03-20,Keyboard,East,75.71,7,45.42
2024-03-20,Keyboard,West,63.21,6,37.93
2024-03-21,Laptop,North,323.5,32,194.1
2024-03-21,Laptop,South,284.68,28,170.81
2024-03-21,Laptop,East,281.26,28,168.76
2024-03-21,Laptop,West,251.09,25,150.66
2024-03-21,Desktop,North,234.53,23,140.72
2024-03-21,Desktop,South,166.37,16,99.82
2024-03-21,Desktop,East,229.97,22,137.98
2024-03-21,Desktop,West,242.86,24,145.71
2024-03-21,Tablet,North,205.03,20,123.02
2024-03-21,Tablet,South,144.45,14,86.67
2024-03-21,Tablet,East,175.77,17,105.46
2024-03-21,Tablet,West,136.9,13,82.14
2024-03-21,Monitor,North,144.75,14,86.85
2024-03-21,Monitor,South,98.18,9,58.91
2024-03-21,Monitor,East,118.65,11,71.19
2024-03-21,Monitor,West,148.34,14,89.01
2024-03-21,Keyboard,North,85.21,8,51.13
2024-03-21,Keyboard,South,56.82,5,34.09
2024-03-21,Keyboard,East,72.13,7,43.28
2024-03-21,Keyboard,West,77.38,7,46.43
2024-03-22,Laptop,North,334.61,33,200.76
2024-03-22,Laptop,South,209.06,20,125.44
2024-03-22,Laptop,East,333.32,33,199.99
2024-03-22,Laptop,West,255.4,25,153.24
2024-03-22,Desktop,North,298.48,29,179.09
2024-03-22,Desktop,South,207.79,20,124.68
2024-03-22,Desktop,East,216.17,21,129.7
2024-03-22,Desktop,West,235.4,23,141.24
2024-03-22,Tablet,North,199.78,19,119.87
2024-03-22,Tablet,South,162.55,16,97.53
2024-03-22,Tablet,East,191.39,19,114.83
2024-03-22,Tablet,West,150.03,15,90.02
2024-03-22,Monitor,North,122.94,12,73.77
2024-03-22,Monitor,South,110.28,11,66.17
2024-03-22,Monitor,East,116.77,11,70.06
2024-03-22,Monitor,West,105.33,10,63.2
2024-03-22,Keyboard,North,74.04,7,44.42
2024-03-22,Keyboard,South,64.83,6,38.9
2024-03-22,Keyboard,East,92.76,9,55.66
2024-03-22,Keyboard,West,60.85,6,36.51
2024-03-23,Laptop,North,331.83,33,199.1
2024-03-23,Laptop,South,286.35,28,171.81
2024-03-23,Laptop,East,300.75,30,180.45
2024-03-23,Laptop,West,289.37,28,173.62
2024-03-23,Desktop,North,219.53,21,131.72
2024-03-23,Desktop,South,194.84,19,116.9
2024-03-23,Desktop,East,222.9,22,133.74
2024-03-23,Desktop,West,229.03,22,137.42
2024-03-23,Tablet,North,224.22,22,134.53
2024-03-23,Tablet,South,190.88,19,114.53
2024-03-23,Tablet,East,193.5,19,116.1
2024-03-23,Tablet,West,171.34,17,102.81
2024-03-23,Monitor,North,135.18,13,81.11
2024-03-23,Monitor,South,95.47,9,57.28
2024-03-23,Monitor,East,125.82,12,75.49
2024-03-23,Monitor,West,106.77,10,64.06
2024-03-23,Keyboard,North,84.25,8,50.55
2024-03-23,Keyboard,South,70.95,7,42.57
2024-03-23,Keyboard,East,67.54,6,40.52
2024-03-23,Keyboard,West,77.5,7,46.5
2024-03-24,Laptop,North,378.78,37,227.27
2024-03-24,Laptop,South,245.33,24,147.2
2024-03-24,Laptop,East,233.73,23,140.24
2024-03-24,Laptop,West,257.9,25,154.74
2024-03-24,Desktop,North,283.54,28,170.12
2024-03-24,Desktop,South,185.93,18,111.56
2024-03-24,Desktop,East,203.08,20,121.85
2024-03-24,Desktop,West,195.74,19,117.45
2024-03-24,Tablet,North,216.97,21,130.18
2024-03-24,Tablet,South,157.97,15,94.78
2024-03-24,Tablet,East,177.52,17,106.51
2024-03-24,Tablet,West,159.08,15,95.45
2024-03-24,Monitor,North,126.9,12,76.14
2024-03-24,Monitor,South,89.45,8,53.67
2024-03-24,Monitor,East,142.82,14,85.69
2024-03-24,Monitor,West,106.59,10,63.95
2024-03-24,Keyboard,North,93.79,9,56.28
2024-03-24,Keyboard,South,72.4,7,43.44
2024-03-24,Keyboard,East,84.17,8,50.5
2024-03-24,Keyboard,West,65.8,6,39.48
2024-03-25,Laptop,North,346.28,34,207.77
2024-03-25,Laptop,South,248.15,24,148.89
2024-03-25,Laptop,East,274.28,27,164.57
2024-03-25,Laptop,West,286.18,28,171.71
2024-03-25,Desktop,North,216.97,21,130.18
2024-03-25,Desktop,South,210.66,21,126.39
2024-03-25,Desktop,East,216.57,21,129.94
2024-03-25,Desktop,West,211.87,21,127.12
2024-03-25,Tablet,North,205.17,20,123.1
2024-03-25,Tablet,South,145.09,14,87.05
2024-03-25,Tablet,East,194.08,19,116.45
2024-03-25,Tablet,West,157.32,15,94.39
2024-03-25,Monitor,North,145.24,14,87.15
2024-03-25,Monitor,South,84.99,8,50.99
2024-03-25,Monitor,East,123.31,12,73.98
2024-03-25,Monitor,West,133.85,13,80.31
2024-03-25,Keyboard,North,73.93,7,44.36
2024-03-25,Keyboard,South,57.63,5,34.58
2024-03-25,Keyboard,East,80.26,8,48.16
2024-03-25,Keyboard,West,70.46,7,42.28
2024-03-26,Laptop,North,344.73,34,206.84
2024-03-26,Laptop,South,262.29,26,157.37
2024-03-26,Laptop,East,325.38,32,195.23
2024-03-26,Laptop,West,310.05,31,186.03
2024-03-26,Desktop,North,260.14,26,156.09
2024-03-26,Desktop,South,181.92,18,109.15
2024-03-26,Desktop,East,244.97,24,146.98
2024-03-26,Desktop,West,250.31,25,150.19
2024-03-26,Tablet,North,196.4,19,117.84
2024-03-26,Tablet,South,133.66,13,80.2
2024-03-26,Tablet,East,204.58,20,122.75
2024-03-26,Tablet,West,163.89,16,98.33
2024-03-26,Monitor,North,101.56,10,60.93
2024-03-26,Monitor,South,108.78,10,65.27
