,mark,model,generation_name,year,mileage,vol_engine,fuel,city,province,price
15159,audi,a4,gen-b7-2004-2007,2007,259392,1984,Gasoline,Elbląg,Warmińsko-mazurskie,15900
15160,audi,a4,gen-b7-2004-2007,2005,250000,1968,Diesel,Myszków,Śląskie,12900
15161,audi,a4,gen-b7-2004-2007,2006,264000,1968,Diesel,Wągrowiec,Wielkopolskie,16900
15162,audi,a4,gen-b7-2004-2007,2005,323000,1968,Diesel,Bodzanów,Małopolskie,14900
15163,audi,a4,gen-b7-2004-2007,2005,230000,1984,Gasoline,Stargard Szczeciński,Zachodniopomorskie,12400
15164,audi,a4,gen-b7-2004-2007,2007,262123,1896,Diesel,Zwoleń,Mazowieckie,21900
15165,audi,a4,gen-b7-2004-2007,2005,209000,1781,Gasoline,Mysłowice,Śląskie,25700
15166,audi,a4,gen-b7-2004-2007,2006,141000,1984,Gasoline,Radom,Mazowieckie,19999
15167,audi,a4,gen-b7-2004-2007,2006,259320,2698,Diesel,Łagów,Świętokrzyskie,12900
15168,audi,a4,gen-b7-2004-2007,2006,218000,1896,Diesel,Hrubieszów,Lubelskie,22900
15169,audi,a4,gen-b7-2004-2007,2006,243561,1984,Gasoline,Zwoleń,Mazowieckie,19900
15170,audi,a4,gen-b7-2004-2007,2005,235000,1984,Gasoline,Gostynin,Mazowieckie,15900
15171,audi,a4,gen-b7-2004-2007,2006,193000,1781,Gasoline,Radom,Mazowieckie,24900
15172,audi,a4,gen-b7-2004-2007,2006,151800,1595,Gasoline,Szczecin,Zachodniopomorskie,22900
15173,audi,a4,gen-b7-2004-2007,2006,360000,2967,Diesel,Radom,Mazowieckie,26900
15174,audi,a4,gen-b7-2004-2007,2005,240000,1968,Diesel,Jarosław,Podkarpackie,10900
15175,audi,a4,gen-b7-2004-2007,2007,248500,1968,Diesel,Stalowa Wola,Podkarpackie,10900
15176,audi,a4,gen-b7-2004-2007,2007,166000,1595,Gasoline,Rudnik Wielki,Śląskie,22400
15177,audi,a4,gen-b7-2004-2007,2005,218000,1896,Diesel,Mrągowo,Warmińsko-mazurskie,17900
15178,audi,a4,gen-b7-2004-2007,2006,273000,1968,Diesel,Krosno,Podkarpackie,19900
15179,audi,a4,gen-b7-2004-2007,2005,352000,1968,Diesel,Hrubieszów,Lubelskie,13900
15180,audi,a4,gen-b7-2004-2007,2006,255000,1781,Gasoline,Tarnowskie Góry,Śląskie,22500
15181,audi,a4,gen-b7-2004-2007,2007,208000,3123,Gasoline,Wrocław,Dolnośląskie,26900
15182,audi,a4,gen-b7-2004-2007,2005,260000,1896,Diesel,Stary Sumin,Kujawsko-pomorskie,15500
15183,audi,a4,gen-b7-2004-2007,2005,287183,1968,Diesel,Gdańsk,Pomorskie,21900
15184,audi,a4,gen-b7-2004-2007,2006,335000,1896,Diesel,Siedlce,Mazowieckie,18800
15185,audi,a4,gen-b7-2004-2007,2006,255000,1995,Diesel,Kluczbork,Opolskie,26500
15186,audi,a4,gen-b7-2004-2007,2005,252743,1781,Gasoline,Sieradz,Łódzkie,18900
15187,audi,a4,gen-b7-2004-2007,2007,210100,1984,Gasoline,Skrwilno,Kujawsko-pomorskie,20900
15188,audi,a4,gen-b7-2004-2007,2004,340000,2967,Diesel,Warszawa,Mazowieckie,19400
15189,audi,a4,gen-b7-2004-2007,2005,119000,1984,Gasoline,Piątnica Poduchowna,Podlaskie,18900
15190,audi,a4,gen-b7-2004-2007,2006,270000,2698,Diesel,Raszków,Wielkopolskie,16700
15191,audi,a4,gen-b7-2004-2007,2006,280000,1896,Diesel,Ostrowiec Świętokrzyski,Świętokrzyskie,19500
15192,audi,a4,gen-b7-2004-2007,2006,178000,1781,Gasoline,Garwolin,Mazowieckie,27700
15193,audi,a4,gen-b7-2004-2007,2005,205600,1984,Gasoline,Nowy Sącz,Małopolskie,17900
15194,audi,a4,gen-b7-2004-2007,2007,250500,1968,Diesel,Bochnia,Małopolskie,19500
15195,audi,a4,gen-b7-2004-2007,2008,164000,1781,Gasoline,Brzezinki,Śląskie,29800
15196,audi,a4,gen-b7-2004-2007,2006,178900,1984,Gasoline,Poznań,Wielkopolskie,22700
15197,audi,a4,gen-b7-2004-2007,2005,318000,1968,Diesel,Zamość,Lubelskie,16900
15198,audi,a4,gen-b7-2004-2007,2005,256000,1781,LPG,Blachownia,Śląskie,19900
15199,audi,a4,gen-b7-2004-2007,2007,330000,2967,Diesel,Wrocław,Dolnośląskie,29000
15200,audi,a4,gen-b7-2004-2007,2006,285797,1968,Diesel,Poznań,Wielkopolskie,14900
15201,audi,a4,gen-b7-2004-2007,2005,256000,1896,Diesel,Augustów,Podlaskie,17900
15202,audi,a4,gen-b7-2004-2007,2006,236000,1595,Gasoline,Żyrardów,Mazowieckie,15900
15203,audi,a4,gen-b7-2004-2007,2005,210124,1781,LPG,Wrocław,Dolnośląskie,21900
15204,audi,a4,gen-b7-2004-2007,2007,246000,1968,Diesel,Mysłowice,Śląskie,15000
15205,audi,a4,gen-b7-2004-2007,2006,173200,1595,Gasoline,Poręba,Śląskie,25900
15206,audi,a4,gen-b7-2004-2007,2005,315000,2967,Diesel,Łaskarzew,Mazowieckie,16999
15207,audi,a4,gen-b7-2004-2007,2006,254000,1968,Diesel,Niwnice,Dolnośląskie,20400
15208,audi,a4,gen-b7-2004-2007,2005,261000,1984,Gasoline,Dąbrowa Tomaszowska,Lubelskie,19900
15209,audi,a4,gen-b7-2004-2007,2005,208328,1595,Gasoline,Sypniewo,Kujawsko-pomorskie,18900
15210,audi,a4,gen-b7-2004-2007,2007,250000,1968,Diesel,Podegrodzie,Małopolskie,26900
15211,audi,a4,gen-b7-2004-2007,2005,266000,1984,Gasoline,Lębork,Pomorskie,13999
15212,audi,a4,gen-b7-2004-2007,2006,200769,1595,Gasoline,Trzykosy,Świętokrzyskie,22500
15213,audi,a4,gen-b7-2004-2007,2006,259392,1984,Gasoline,Elbląg,Warmińsko-mazurskie,15900
15214,audi,a4,gen-b7-2004-2007,2006,220000,1968,Diesel,Słupsk,Pomorskie,16900
15215,audi,a4,gen-b7-2004-2007,2006,218300,1595,Gasoline,Warszawa,Mazowieckie,20000
15216,audi,a4,gen-b7-2004-2007,2006,201000,1968,Diesel,Słupsk,Pomorskie,16999
15217,audi,a4,gen-b7-2004-2007,2006,239080,1595,Gasoline,Bełchatów,Łódzkie,18900
15218,audi,a4,gen-b7-2004-2007,2005,204400,1781,Gasoline,Środa Śląska,Dolnośląskie,19800
15219,audi,a4,gen-b7-2004-2007,2006,250000,1984,Gasoline,Garwolin,Mazowieckie,14900
15220,audi,a4,gen-b7-2004-2007,2007,242275,1968,Diesel,Orchowo,Wielkopolskie,18900
15221,audi,a4,gen-b7-2004-2007,2004,331145,1781,Gasoline,Małkinia Górna,Mazowieckie,25900
15222,audi,a4,gen-b7-2004-2007,2008,258200,1968,Diesel,Słupca,Wielkopolskie,17700
15223,audi,a4,gen-b7-2004-2007,2006,430000,2967,Diesel,Katowice,Śląskie,23000
15224,audi,a4,gen-b7-2004-2007,2005,350000,1968,Diesel,Rumia,Pomorskie,14500
15225,audi,a4,gen-b7-2004-2007,2007,150180,1595,Gasoline,Bydgoszcz,Kujawsko-pomorskie,18500
15226,audi,a4,gen-b7-2004-2007,2006,148000,1595,Gasoline,Mikołów,Śląskie,19900
15227,audi,a4,gen-b7-2004-2007,2007,152000,1968,Diesel,Rzeszów,Podkarpackie,20900
15228,audi,a4,gen-b7-2004-2007,2005,234000,1984,Gasoline,Krerowo,Wielkopolskie,16500
15229,audi,a4,gen-b7-2004-2007,2007,244000,1968,Diesel,Radom,Mazowieckie,21900
15230,audi,a4,gen-b7-2004-2007,2007,250000,1781,Gasoline,Radom,Mazowieckie,23900
15231,audi,a4,gen-b7-2004-2007,2005,297000,1781,Gasoline,Dąbie,Wielkopolskie,19300
15232,audi,a4,gen-b7-2004-2007,2005,272000,3123,Gasoline,Wrocław,Dolnośląskie,16900
15233,audi,a4,gen-b7-2004-2007,2005,228000,1781,Gasoline,Chełm,Lubelskie,23700
15234,audi,a4,gen-b7-2004-2007,2007,333000,1968,Diesel,Kraków,Małopolskie,23500
15235,audi,a4,gen-b7-2004-2007,2007,143000,1595,Gasoline,Kraków,Małopolskie,19900
15236,audi,a4,gen-b7-2004-2007,2007,228000,1968,Diesel,Stara Wieś,Podkarpackie,18300
15237,audi,a4,gen-b7-2004-2007,2005,145000,1781,Gasoline,Zamość,Lubelskie,24500
15238,audi,a4,gen-b7-2004-2007,2005,195211,1984,Gasoline,Płock,Mazowieckie,22500
15239,audi,a4,gen-b7-2004-2007,2005,222614,1968,Diesel,Margonin,Wielkopolskie,15000
15240,audi,a4,gen-b7-2004-2007,2006,211000,1984,Gasoline,Płońsk,Mazowieckie,18900
15241,audi,a4,gen-b7-2004-2007,2005,149000,1595,Gasoline,Kielce,Świętokrzyskie,19500
15242,audi,a4,gen-b7-2004-2007,2006,250000,1968,Diesel,Wieliczka,Małopolskie,8200
15243,audi,a4,gen-b7-2004-2007,2008,144662,1595,LPG,Opoczno,Łódzkie,28500
15244,audi,a4,gen-b7-2004-2007,2007,156666,1595,Gasoline,Szepietowo,Podlaskie,24900
15245,audi,a4,gen-b7-2004-2007,2005,300000,1781,LPG,Sokołów,Mazowieckie,19500
15246,audi,a4,gen-b7-2004-2007,2005,187700,1595,Gasoline,Lublin,Lubelskie,19800
15247,audi,a4,gen-b7-2004-2007,2006,262340,1984,Gasoline,Elbląg,Warmińsko-mazurskie,24999
15248,audi,a4,gen-b7-2004-2007,2005,225000,2967,Diesel,Brnik,Małopolskie,21900
15249,audi,a4,gen-b7-2004-2007,2005,216000,1968,Diesel,Choroszcz,Podlaskie,17900
15250,audi,a4,gen-b7-2004-2007,2005,193000,1968,Diesel,Szczecin,Zachodniopomorskie,17900
15251,audi,a4,gen-b7-2004-2007,2006,222702,1968,Diesel,Wieluń,Łódzkie,13199
15252,audi,a4,gen-b7-2004-2007,2006,221000,1968,Diesel,Chmieleń,Dolnośląskie,16900
15253,audi,a4,gen-b7-2004-2007,2009,230000,1968,Diesel,Gostyń,Wielkopolskie,31500
15254,audi,a4,gen-b7-2004-2007,2005,290000,1968,Diesel,Toruń,Kujawsko-pomorskie,11500
15255,audi,a4,gen-b7-2004-2007,2005,138562,1781,Gasoline,Humniska,Podkarpackie,23900
15256,audi,a4,gen-b7-2004-2007,2007,180698,1896,Diesel,Białystok,Podlaskie,18999
15257,audi,a4,gen-b7-2004-2007,2006,189000,1984,Gasoline,Jelenia Góra,Dolnośląskie,22900
15258,audi,a4,gen-b7-2004-2007,2006,218230,1781,Gasoline,Łódź,Łódzkie,23999
15259,audi,a4,gen-b7-2004-2007,2006,171922,1595,Gasoline,Starowa Góra,Łódzkie,22499
15260,audi,a4,gen-b7-2004-2007,2005,234900,1595,Gasoline,Legnica,Dolnośląskie,15800
15261,audi,a4,gen-b7-2004-2007,2007,230000,2967,Diesel,Przasnysz,Mazowieckie,16900
15262,audi,a4,gen-b7-2004-2007,2008,199678,1968,Diesel,Jedlnia-Letnisko,Mazowieckie,21900
15263,audi,a4,gen-b7-2004-2007,2004,270000,2496,Diesel,Radom,Mazowieckie,10000
15264,audi,a4,gen-b7-2004-2007,2004,246000,1984,Gasoline,Choroszcz,Podlaskie,15900
15265,audi,a4,gen-b7-2004-2007,2007,270200,1896,Diesel,Zamość,Lubelskie,20800
15266,audi,a4,gen-b7-2004-2007,2004,310000,1896,Diesel,Fałków,Świętokrzyskie,11400
15267,audi,a4,gen-b7-2004-2007,2005,214000,1984,Gasoline,Radom,Mazowieckie,17900
15268,audi,a4,gen-b7-2004-2007,2006,298000,1896,Diesel,Zamość,Lubelskie,17900
15269,audi,a4,gen-b7-2004-2007,2006,339000,1984,Gasoline,Ostrów Wielkopolski,Wielkopolskie,15900
15270,audi,a4,gen-b7-2004-2007,2005,283000,1968,Diesel,Płock,Mazowieckie,15900
15271,audi,a4,gen-b7-2004-2007,2006,188000,1984,Gasoline,Jawornik,Małopolskie,14500
15272,audi,a4,gen-b7-2004-2007,2007,284000,1984,LPG,Namysłów,Opolskie,20200
15273,audi,a4,gen-b7-2004-2007,2005,219000,1984,Gasoline,Poronin,Małopolskie,17600
15274,audi,a4,gen-b7-2004-2007,2007,151500,1984,LPG,Iłża,Mazowieckie,26300
15275,audi,a4,gen-b7-2004-2007,2006,169700,1781,Gasoline,Krypno Kościelne,Podlaskie,25700
15276,audi,a4,gen-b7-2004-2007,2008,151700,1595,Gasoline,Świdwin,Zachodniopomorskie,23900
15277,audi,a4,gen-b7-2004-2007,2005,185470,2967,Diesel,Ciechanów,Mazowieckie,24700
15278,audi,a4,gen-b7-2004-2007,2006,220000,3123,Gasoline,Warszawa,Mazowieckie,29999
15279,audi,a4,gen-b7-2004-2007,2004,326500,1968,Diesel,Nowy Targ,Małopolskie,15900
15280,audi,a4,gen-b7-2004-2007,2005,191765,1984,Gasoline,Debrzno-Wieś,Wielkopolskie,17900
15281,audi,a4,gen-b7-2004-2007,2004,235000,2393,LPG,Nowa Sól,Lubuskie,21500
15282,audi,a4,gen-b7-2004-2007,2008,219000,1781,Gasoline,Radom,Mazowieckie,22900
15283,audi,a4,gen-b7-2004-2007,2007,160000,1984,Gasoline,Wola Libertowska,Śląskie,21900
15284,audi,a4,gen-b7-2004-2007,2006,315000,1968,Diesel,Kowal,Kujawsko-pomorskie,16900
15285,audi,a4,gen-b7-2004-2007,2007,289000,1896,Diesel,Kościan,Wielkopolskie,20900
15286,audi,a4,gen-b7-2004-2007,2005,219324,1781,Gasoline,Ostrowiec Świętokrzyski,Świętokrzyskie,20900
15287,audi,a4,gen-b7-2004-2007,2006,201000,1984,Gasoline,Strzelno,Kujawsko-pomorskie,19900
15288,audi,a4,gen-b7-2004-2007,2006,182560,1781,Gasoline,Radom,Mazowieckie,28900
15289,audi,a4,gen-b7-2004-2007,2005,288761,1968,Diesel,Kraków,Małopolskie,15000
15290,audi,a4,gen-b7-2004-2007,2005,227518,1984,Gasoline,Plewno,Kujawsko-pomorskie,19900
15291,audi,a4,gen-b7-2004-2007,2006,181000,1984,Gasoline,Wodzisław Śląski,Śląskie,19900
15292,audi,a4,gen-b7-2004-2007,2006,200000,1968,Diesel,Jaworzno,Śląskie,17000
15293,audi,a4,gen-b7-2004-2007,2005,290000,2967,Diesel,Malutkie,Łódzkie,16500
15294,audi,a4,gen-b7-2004-2007,2007,285400,1896,Diesel,Szczuka,Kujawsko-pomorskie,19900
15295,audi,a4,gen-b7-2004-2007,2007,290000,1968,Diesel,Frydek,Śląskie,17900
15296,audi,a4,gen-b7-2004-2007,2006,220000,1984,Gasoline,Olsztyn,Warmińsko-mazurskie,13500
15297,audi,a4,gen-b7-2004-2007,2007,241000,1968,Diesel,Czersk,Pomorskie,26400
15298,audi,a4,gen-b7-2004-2007,2007,211000,1968,Diesel,Bydgoszcz,Kujawsko-pomorskie,15900
15299,audi,a4,gen-b7-2004-2007,2005,255000,1781,Gasoline,Brodnica,Kujawsko-pomorskie,21900
15300,audi,a4,gen-b7-2004-2007,2007,242090,1896,Diesel,Nowy Sącz,Małopolskie,13990
15301,audi,a4,gen-b7-2004-2007,2005,280000,1781,Gasoline,Rzeszów,Podkarpackie,25000
15302,audi,a4,gen-b7-2004-2007,2006,268000,1968,Diesel,Olecko,Warmińsko-mazurskie,18900
15303,audi,a4,gen-b7-2004-2007,2005,169000,1781,Gasoline,Błażowa,Podkarpackie,22900
15304,audi,a4,gen-b7-2004-2007,2006,187000,1984,Gasoline,Skoczów,Śląskie,20500
15305,audi,a4,gen-b7-2004-2007,2005,221850,1781,Gasoline,Wrząca,Łódzkie,23000
15306,audi,a4,gen-b7-2004-2007,2006,241000,1968,Diesel,Kolonia Poczesna,Śląskie,18600
15307,audi,a4,gen-b7-2004-2007,2007,256000,1896,Diesel,Hrubieszów,Lubelskie,19900
15308,audi,a4,gen-b7-2004-2007,2007,188000,3123,Gasoline,Kiedrzyn,Mazowieckie,27900
15309,audi,a4,gen-b7-2004-2007,2008,271000,1968,Diesel,Grabki Duże,Świętokrzyskie,29600
15310,audi,a4,gen-b7-2004-2007,2007,244500,1896,Diesel,Ustrzyki Dolne,Podkarpackie,19500
15311,audi,a4,gen-b7-2004-2007,2006,260000,1984,Gasoline,Ostrowiec Świętokrzyski,Świętokrzyskie,17917
15312,audi,a4,gen-b7-2004-2007,2005,273500,1896,Diesel,Bełżec,Lubelskie,19500
15313,audi,a4,gen-b7-2004-2007,2006,335000,1968,Diesel,Kraków,Małopolskie,17500
15314,audi,a4,gen-b7-2004-2007,2006,275000,2967,Diesel,Pszczyna,Śląskie,29520
15315,audi,a4,gen-b7-2004-2007,2006,321000,1984,Gasoline,Warszawa,Mazowieckie,20900
15316,audi,a4,gen-b7-2004-2007,2007,320000,1968,Diesel,Łęka,Małopolskie,16900
15317,audi,a4,gen-b7-2004-2007,2004,250000,1781,LPG,Jelenia Góra,Dolnośląskie,13800
15318,audi,a4,gen-b7-2004-2007,2004,200000,1781,Gasoline,Świebodzice,Dolnośląskie,22900
15319,audi,a4,gen-b7-2004-2007,2005,182000,1595,Gasoline,Pułtusk,Mazowieckie,16500
15320,audi,a4,gen-b7-2004-2007,2007,243000,1968,Diesel,Gniezno,Wielkopolskie,18700
15321,audi,a4,gen-b7-2004-2007,2005,219000,1984,Gasoline,Gdynia,Pomorskie,23799
15322,audi,a4,gen-b7-2004-2007,2004,145400,1984,Gasoline,Mucharz,Małopolskie,17900
15323,audi,a4,gen-b7-2004-2007,2006,262000,1781,Gasoline,Opoczno,Łódzkie,24900
15324,audi,a4,gen-b7-2004-2007,2005,166000,1781,Gasoline,Zielona Góra,Lubuskie,18999
15325,audi,a4,gen-b7-2004-2007,2005,179000,1781,Gasoline,Tarnów,Małopolskie,23500
15326,audi,a4,gen-b7-2004-2007,2005,246344,1781,Gasoline,Radom,Mazowieckie,22990
15327,audi,a4,gen-b7-2004-2007,2005,148322,1781,Gasoline,Kielce,Świętokrzyskie,22900
15328,audi,a4,gen-b7-2004-2007,2006,254000,1896,Diesel,Chodzież,Wielkopolskie,14000
15329,audi,a4,gen-b7-2004-2007,2007,190000,1968,Diesel,Oława,Dolnośląskie,18000
15330,audi,a4,gen-b7-2004-2007,2008,212000,1595,Gasoline,Olesno,Opolskie,22800
15331,audi,a4,gen-b7-2004-2007,2006,119000,1984,Gasoline,Legnica,Dolnośląskie,23500
15332,audi,a4,gen-b7-2004-2007,2007,326000,1896,Diesel,Września,Wielkopolskie,8700
15333,audi,a4,gen-b7-2004-2007,2007,307000,2967,Diesel,Przybiernów,Zachodniopomorskie,19500
15334,audi,a4,gen-b7-2004-2007,2005,259650,1781,Gasoline,Płock,Mazowieckie,16900
15335,audi,a4,gen-b7-2004-2007,2007,241000,1968,Diesel,Ujazd,Świętokrzyskie,28900
15336,audi,a4,gen-b7-2004-2007,2006,221000,1968,Diesel,Legnica,Dolnośląskie,20500
15337,audi,a4,gen-b7-2004-2007,2007,400000,1968,Diesel,Skarszewy,Pomorskie,17500
15338,audi,a4,gen-b7-2004-2007,2006,218000,1968,Diesel,Stoczek Łukowski,Lubelskie,15900
15339,audi,a4,gen-b7-2004-2007,2007,220000,1896,Diesel,Rabka-Zdrój,Małopolskie,19500
15340,audi,a4,gen-b7-2004-2007,2007,132000,1595,Gasoline,Koprzywnica,Świętokrzyskie,25700
15341,audi,a4,gen-b7-2004-2007,2007,280001,1968,Diesel,Piece,Pomorskie,20900
15342,audi,a4,gen-b7-2004-2007,2005,281500,1968,Diesel,Siedlce,Mazowieckie,16900
15343,audi,a4,gen-b7-2004-2007,2006,247000,1968,Diesel,Nysa,Opolskie,15800
15344,audi,a4,gen-b7-2004-2007,2007,216000,1984,Gasoline,Żnin,Kujawsko-pomorskie,21400
15345,audi,a4,gen-b7-2004-2007,2006,313000,1781,Gasoline,Suwałki,Podlaskie,18800
15346,audi,a4,gen-b7-2004-2007,2006,301000,1984,Gasoline,Augustów,Podlaskie,26000
15347,audi,a4,gen-b7-2004-2007,2007,260000,1968,Diesel,Myszyniec,Mazowieckie,19900
15348,audi,a4,gen-b7-2004-2007,2006,232141,1900,Diesel,Olsztyn,Warmińsko-mazurskie,25900
15349,audi,a4,gen-b7-2004-2007,2005,340000,1968,Diesel,Prochowice,Dolnośląskie,10000
15350,audi,a4,gen-b7-2004-2007,2005,168331,1781,Gasoline,Serby,Dolnośląskie,22000
15351,audi,a4,gen-b7-2004-2007,2007,241300,2698,Diesel,Elbląg,Warmińsko-mazurskie,17900
15352,audi,a4,gen-b7-2004-2007,2004,265000,1896,Diesel,Ciechanów,Mazowieckie,19900
15353,audi,a4,gen-b7-2004-2007,2006,247113,1968,Diesel,Ostrów Wielkopolski,Wielkopolskie,11900
15354,audi,a4,gen-b7-2004-2007,2005,266900,1984,Gasoline,Kozienice,Mazowieckie,28000
15355,audi,a4,gen-b7-2004-2007,2007,258000,1968,Diesel,Żywiec,Śląskie,17900
15356,audi,a4,gen-b7-2004-2007,2006,320000,1968,Diesel,Dobrzyniewo Duże,Podlaskie,19500
15357,audi,a4,gen-b7-2004-2007,2007,260000,1984,Gasoline,Lipiny,Mazowieckie,19900
15358,audi,a4,gen-b7-2004-2007,2007,315000,1968,Diesel,Klukowa Huta,Pomorskie,20500
15359,audi,a4,gen-b7-2004-2007,2007,258821,1984,LPG,Sulechów,Lubuskie,21400
15360,audi,a4,gen-b7-2004-2007,2005,153996,1595,Gasoline,Dąbrowa Szlachecka,Małopolskie,18600
15361,audi,a4,gen-b7-2004-2007,2006,347000,1968,Diesel,Warszawa,Mazowieckie,18500
15362,audi,a4,gen-b7-2004-2007,2005,302014,1896,Diesel,Lubnów,Dolnośląskie,17900
15363,audi,a4,gen-b7-2004-2007,2005,265726,1984,Gasoline,Wrocław,Dolnośląskie,11990
15364,audi,a4,gen-b7-2004-2007,2006,208000,1968,Diesel,Paczków,Opolskie,18800
15365,audi,a4,gen-b7-2004-2007,2008,150000,1968,Diesel,Swarzędz,Wielkopolskie,28999
15366,audi,a4,gen-b7-2004-2007,2007,275000,1968,Diesel,Szczecinek,Zachodniopomorskie,16000
15367,audi,a4,gen-b7-2004-2007,2006,270000,1896,Diesel,Ostrów Mazowiecka,Mazowieckie,18900
15368,audi,a4,gen-b7-2004-2007,2005,296000,1896,Diesel,Jaworzno,Śląskie,17200
15369,audi,a4,gen-b8-2007-2015,2010,118500,1984,Gasoline,Lędziny,Śląskie,35900
15370,audi,a4,gen-b8-2007-2015,2009,285000,2698,Diesel,Iława,Warmińsko-mazurskie,27900
15371,audi,a4,gen-b8-2007-2015,2013,256679,1968,Diesel,Kraków,Małopolskie,37000
15372,audi,a4,gen-b8-2007-2015,2008,185000,1968,Diesel,Raków,Świętokrzyskie,31900
15373,audi,a4,gen-b8-2007-2015,2010,208000,1968,Diesel,Warszawa,Mazowieckie,27000
15374,audi,a4,gen-b8-2007-2015,2021,1,1984,Gasoline,Chorzów,Śląskie,171300
15375,audi,a4,gen-b8-2007-2015,2012,224000,2967,Diesel,Wolsztyn,Wielkopolskie,56000
15376,audi,a4,gen-b8-2007-2015,2008,227000,1968,Diesel,Stąporków,Świętokrzyskie,30900
15377,audi,a4,gen-b8-2007-2015,2012,147413,1968,Diesel,Warszawa,Mazowieckie,47900
15378,audi,a4,gen-b8-2007-2015,2012,117384,1968,Diesel,Krośnice,Dolnośląskie,55000
15379,audi,a4,gen-b8-2007-2015,2015,98054,1798,Gasoline,Lublin,Lubelskie,69900
15380,audi,a4,gen-b8-2007-2015,2008,143341,1798,Gasoline,Oleśnica,Dolnośląskie,33900
15381,audi,a4,gen-b8-2007-2015,2012,325000,1968,Diesel,Koleczkowo,Pomorskie,38900
15382,audi,a4,gen-b8-2007-2015,2011,223339,1968,Diesel,Ostrów Mazowiecka,Mazowieckie,36900
15383,audi,a4,gen-b8-2007-2015,2012,250000,1968,Diesel,Chełmiec,Małopolskie,64900
15384,audi,a4,gen-b8-2007-2015,2012,229201,1968,Diesel,Czarne,Pomorskie,42900
15385,audi,a4,gen-b8-2007-2015,2012,187321,1968,Diesel,Elbląg,Warmińsko-mazurskie,45900
15386,audi,a4,gen-b8-2007-2015,2015,199000,1968,Diesel,Rydzyna,Wielkopolskie,65900
15387,audi,a4,gen-b8-2007-2015,2010,189000,1968,Diesel,Ostrów Mazowiecka,Mazowieckie,35900
15388,audi,a4,gen-b8-2007-2015,2011,230000,1798,Gasoline,Brzeszcze,Małopolskie,38000
15389,audi,a4,gen-b8-2007-2015,2010,271100,1968,Diesel,Gdańsk,Pomorskie,34900
15390,audi,a4,gen-b8-2007-2015,2008,192000,1798,Gasoline,Płock,Mazowieckie,29900
15391,audi,a4,gen-b8-2007-2015,2011,169570,1968,Diesel,Debrzno-Wieś,Wielkopolskie,42990
15392,audi,a4,gen-b8-2007-2015,2013,169000,1968,Diesel,Tymbark,Małopolskie,82990
15393,audi,a4,gen-b8-2007-2015,2016,35660,1984,Gasoline,Krosno,Podkarpackie,74700
15394,audi,a4,gen-b8-2007-2015,2010,159000,1798,Gasoline,Łódź,Łódzkie,31500
15395,audi,a4,gen-b8-2007-2015,2012,200000,1798,Gasoline,Kąty Opolskie,Opolskie,49999
15396,audi,a4,gen-b8-2007-2015,2015,107000,1968,Diesel,Sanok,Podkarpackie,53400
15397,audi,a4,gen-b8-2007-2015,2008,217000,1968,Diesel,Pawłów,Świętokrzyskie,34900
15398,audi,a4,gen-b8-2007-2015,2014,216677,1968,Diesel,Piaseczno,Mazowieckie,49000
15399,audi,a4,gen-b8-2007-2015,2012,133369,1984,Gasoline,Lisica,Mazowieckie,48900
15400,audi,a4,gen-b8-2007-2015,2008,200000,1798,Gasoline,Poświętne,Mazowieckie,32900
15401,audi,a4,gen-b8-2007-2015,2008,248546,1968,Diesel,Kijno,Pomorskie,34900
15402,audi,a4,gen-b8-2007-2015,2010,157000,1798,Gasoline,Elbląg,Warmińsko-mazurskie,36500
15403,audi,a4,gen-b8-2007-2015,2013,190440,1968,Diesel,Kłodzko,Dolnośląskie,66900
15404,audi,a4,gen-b8-2007-2015,2008,156253,1798,Gasoline,Płock,Mazowieckie,35900
15405,audi,a4,gen-b8-2007-2015,2011,197000,1798,Gasoline,Marki,Mazowieckie,38900
15406,audi,a4,gen-b8-2007-2015,2013,127446,1968,Diesel,Warszawa,Mazowieckie,47900
15407,audi,a4,gen-b8-2007-2015,2011,215323,1968,Diesel,Stara Wieś,Podkarpackie,40500
15408,audi,a4,gen-b8-2007-2015,2012,155000,1968,Diesel,Radom,Mazowieckie,54700
15409,audi,a4,gen-b8-2007-2015,2009,213355,2967,Diesel,Pleszew,Wielkopolskie,47700
15410,audi,a4,gen-b8-2007-2015,2015,190000,1968,Diesel,Pyzdry,Wielkopolskie,54900
15411,audi,a4,gen-b8-2007-2015,2010,292830,1968,Diesel,Kraków,Małopolskie,25000
15412,audi,a4,gen-b8-2007-2015,2008,262000,1968,Diesel,Toruń,Kujawsko-pomorskie,28400
15413,audi,a4,gen-b8-2007-2015,2008,218000,1968,Diesel,Włocławek,Kujawsko-pomorskie,29999
15414,audi,a4,gen-b8-2007-2015,2012,233978,1968,Diesel,Olsztyn,Warmińsko-mazurskie,43900
15415,audi,a4,gen-b8-2007-2015,2015,240000,1968,Diesel,Lwówek Śląski,Dolnośląskie,56900
15416,audi,a4,gen-b8-2007-2015,2015,199000,1968,Diesel,Gniezno,Wielkopolskie,53900
15417,audi,a4,gen-b8-2007-2015,2015,210100,1968,Diesel,Zduńska Wola,Łódzkie,57800
15418,audi,a4,gen-b8-2007-2015,2013,235151,1968,Diesel,Mojesz,Dolnośląskie,65900
15419,audi,a4,gen-b8-2007-2015,2012,210000,1968,Diesel,Radom,Mazowieckie,59900
